,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
750,Sul,PR,,41,,,,2022-01-16,3,11433957.0,1699378.0,5511,40933,2,,,
751,Sul,PR,,41,,,,2022-01-17,3,11433957.0,1709569.0,10191,40940,7,,,
752,Sul,PR,,41,,,,2022-01-18,3,11433957.0,1729565.0,19996,40951,11,,,
753,Sul,PR,,41,,,,2022-01-19,3,11433957.0,1742893.0,13328,40951,0,,,
754,Sul,PR,,41,,,,2022-01-20,3,11433957.0,1767331.0,24438,40955,4,,,
755,Sul,PR,,41,,,,2022-01-21,3,11433957.0,1788687.0,21356,40965,10,,,
756,Sul,PR,,41,,,,2022-01-22,3,11433957.0,1804018.0,15331,40982,17,,,
757,Sul,PR,,41,,,,2022-01-23,4,11433957.0,1815771.0,11753,40988,6,,,
758,Sul,PR,,41,,,,2022-01-24,4,11433957.0,1827077.0,11306,41005,17,,,
759,Sul,PR,,41,,,,2022-01-25,4,11433957.0,1847109.0,20032,41034,29,,,
760,Sul,PR,,41,,,,2022-01-26,4,11433957.0,1872026.0,24917,41065,31,,,
761,Sul,PR,,41,,,,2022-01-27,4,11433957.0,1899387.0,27361,41109,44,,,
762,Sul,PR,,41,,,,2022-01-28,4,11433957.0,1923313.0,23926,41167,58,,,
763,Sul,PR,,41,,,,2022-01-29,4,11433957.0,1941986.0,18673,41185,18,,,
764,Sul,PR,,41,,,,2022-01-30,5,11433957.0,1952061.0,10075,41191,6,,,
765,Sul,PR,,41,,,,2022-01-31,5,11433957.0,1952061.0,0,41191,0,,,
766,Sul,PR,,41,,,,2022-02-01,5,11433957.0,1997215.0,45154,41281,90,,,
767,Sul,PR,,41,,,,2022-02-02,5,11433957.0,2015500.0,18285,41320,39,,,
768,Sul,PR,,41,,,,2022-02-03,5,11433957.0,2042294.0,26794,41334,14,,,
769,Sul,PR,,41,,,,2022-02-04,5,11433957.0,2064885.0,22591,41397,63,,,
770,Sul,SC,,42,,,,2022-01-01,52,7164788.0,1243870.0,335,20188,2,,,
771,Sul,SC,,42,,,,2022-01-02,1,7164788.0,1244089.0,219,20189,1,,,
772,Sul,SC,,42,,,,2022-01-03,1,7164788.0,1244569.0,480,20194,5,,,
773,Sul,SC,,42,,,,2022-01-04,1,7164788.0,1246583.0,2014,20198,4,,,
774,Sul,SC,,42,,,,2022-01-05,1,7164788.0,1249312.0,2729,20204,6,,,
775,Sul,SC,,42,,,,2022-01-06,1,7164788.0,1252594.0,3282,20212,8,,,
776,Sul,SC,,42,,,,2022-01-07,1,7164788.0,1257125.0,4531,20223,11,,,
777,Sul,SC,,42,,,,2022-01-08,1,7164788.0,1261207.0,4082,20224,1,,,
778,Sul,SC,,42,,,,2022-01-09,2,7164788.0,1263180.0,1973,20224,0,,,
779,Sul,SC,,42,,,,2022-01-10,2,7164788.0,1264793.0,1613,20227,3,,,
780,Sul,SC,,42,,,,2022-01-11,2,7164788.0,1271091.0,6298,20235,8,,,
781,Sul,SC,,42,,,,2022-01-12,2,7164788.0,1277849.0,6758,20243,8,,,
782,Sul,SC,,42,,,,2022-01-13,2,7164788.0,1286298.0,8449,20249,6,,,
783,Sul,SC,,42,,,,2022-01-14,2,7164788.0,1296019.0,9721,20264,15,,,
784,Sul,SC,,42,,,,2022-01-15,2,7164788.0,1298857.0,2838,20268,4,,,
785,Sul,SC,,42,,,,2022-01-16,3,7164788.0,1301160.0,2303,20279,11,,,
786,Sul,SC,,42,,,,2022-01-17,3,7164788.0,1304925.0,3765,20284,5,,,
787,Sul,SC,,42,,,,2022-01-18,3,7164788.0,1315268.0,10343,20295,11,,,
788,Sul,SC,,42,,,,2022-01-19,3,7164788.0,1327487.0,12219,20308,13,,,
789,Sul,SC,,42,,,,2022-01-20,3,7164788.0,1337991.0,10504,20319,11,,,
790,Sul,SC,,42,,,,2022-01-21,3,7164788.0,1349546.0,11555,20338,19,,,
791,Sul,SC,,42,,,,2022-01-22,3,7164788.0,1361502.0,11956,20361,23,,,
792,Sul,SC,,42,,,,2022-01-23,4,7164788.0,1365317.0,3815,20372,11,,,
793,Sul,SC,,42,,,,2022-01-24,4,7164788.0,1368213.0,2896,20384,12,,,
794,Sul,SC,,42,,,,2022-01-25,4,7164788.0,1382762.0,14549,20418,34,,,
795,Sul,SC,,42,,,,2022-01-26,4,7164788.0,1394287.0,11525,20447,29,,,
796,Sul,SC,,42,,,,2022-01-27,4,7164788.0,1407597.0,13310,20474,27,,,
797,Sul,SC,,42,,,,2022-01-28,4,7164788.0,1423561.0,15964,20514,40,,,
798,Sul,SC,,42,,,,2022-01-29,4,7164788.0,1435746.0,12185,20542,28,,,
799,Sul,SC,,42,,,,2022-01-30,5,7164788.0,1439607.0,3861,20550,8,,,
800,Sul,SC,,42,,,,2022-01-31,5,7164788.0,1442511.0,2904,20579,29,,,
801,Sul,SC,,42,,,,2022-02-01,5,7164788.0,1455023.0,12512,20629,50,,,
802,Sul,SC,,42,,,,2022-02-02,5,7164788.0,1458544.0,3521,20664,35,,,
803,Sul,SC,,42,,,,2022-02-03,5,7164788.0,1477548.0,19004,20690,26,,,
804,Sul,SC,,42,,,,2022-02-04,5,7164788.0,1488428.0,10880,20732,42,,,
805,Sul,RS,,43,,,,2022-01-01,52,11377239.0,1507117.0,0,36444,0,,,
806,Sul,RS,,43,,,,2022-01-02,1,11377239.0,1507117.0,0,36444,0,,,
807,Sul,RS,,43,,,,2022-01-03,1,11377239.0,1508446.0,1329,36445,1,,,
808,Sul,RS,,43,,,,2022-01-04,1,11377239.0,1509873.0,1427,36460,15,,,
809,Sul,RS,,43,,,,2022-01-05,1,11377239.0,1512186.0,2313,36470,10,,,
810,Sul,RS,,43,,,,2022-01-06,1,11377239.0,1516451.0,4265,36473,3,,,
811,Sul,RS,,43,,,,2022-01-07,1,11377239.0,1522119.0,5668,36476,3,,,
812,Sul,RS,,43,,,,2022-01-08,1,11377239.0,1530029.0,7910,36481,5,,,
813,Sul,RS,,43,,,,2022-01-09,2,11377239.0,1530029.0,0,36481,0,,,
814,Sul,RS,,43,,,,2022-01-10,2,11377239.0,1535484.0,5455,36484,3,,,
815,Sul,RS,,43,,,,2022-01-11,2,11377239.0,1545035.0,9551,36497,13,,,
816,Sul,RS,,43,,,,2022-01-12,2,11377239.0,1555404.0,10369,36502,5,,,
817,Sul,RS,,43,,,,2022-01-13,2,11377239.0,1567590.0,12186,36513,11,,,
818,Sul,RS,,43,,,,2022-01-14,2,11377239.0,1581887.0,14297,36521,8,,,
819,Sul,RS,,43,,,,2022-01-15,2,11377239.0,1581887.0,0,36521,0,,,
820,Sul,RS,,43,,,,2022-01-16,3,11377239.0,1581887.0,0,36521,0,,,
821,Sul,RS,,43,,,,2022-01-17,3,11377239.0,1594960.0,13073,36533,12,,,
822,Sul,RS,,43,,,,2022-01-18,3,11377239.0,1612300.0,17340,36552,19,,,
823,Sul,RS,,43,,,,2022-01-19,3,11377239.0,1633330.0,21030,36564,12,,,
824,Sul,RS,,43,,,,2022-01-20,3,11377239.0,1651551.0,18221,36578,14,,,
825,Sul,RS,,43,,,,2022-01-21,3,11377239.0,1669817.0,18266,36601,23,,,
826,Sul,RS,,43,,,,2022-01-22,3,11377239.0,1690598.0,20781,36635,34,,,
827,Sul,RS,,43,,,,2022-01-23,4,11377239.0,1699261.0,8663,36640,5,,,
828,Sul,RS,,43,,,,2022-01-24,4,11377239.0,1704958.0,5697,36644,4,,,
829,Sul,RS,,43,,,,2022-01-25,4,11377239.0,1724485.0,19527,36692,48,,,
830,Sul,RS,,43,,,,2022-01-26,4,11377239.0,1746431.0,21946,36749,57,,,
831,Sul,RS,,43,,,,2022-01-27,4,11377239.0,1767745.0,21314,36791,42,,,
832,Sul,RS,,43,,,,2022-01-28,4,11377239.0,1793519.0,25774,36822,31,,,
833,Sul,RS,,43,,,,2022-01-29,4,11377239.0,1814198.0,20679,36853,31,,,
834,Sul,RS,,43,,,,2022-01-30,5,11377239.0,1821565.0,7367,36863,10,,,
835,Sul,RS,,43,,,,2022-01-31,5,11377239.0,1826295.0,4730,36873,10,,,
836,Sul,RS,,43,,,,2022-02-01,5,11377239.0,1827422.0,1127,36943,70,,,
837,Sul,RS,,43,,,,2022-02-02,5,11377239.0,1850106.0,22684,37000,57,,,
838,Sul,RS,,43,,,,2022-02-03,5,11377239.0,1885128.0,35022,37041,41,,,
839,Sul,RS,,43,,,,2022-02-04,5,11377239.0,1904975.0,19847,37092,51,,,
840,Centro-Oeste,MS,,50,,,,2022-01-01,52,2778986.0,380515.0,110,9728,0,,,
841,Centro-Oeste,MS,,50,,,,2022-01-02,1,2778986.0,380515.0,0,9728,0,,,
842,Centro-Oeste,MS,,50,,,,2022-01-03,1,2778986.0,380653.0,138,9731,3,,,
843,Centro-Oeste,MS,,50,,,,2022-01-04,1,2778986.0,380820.0,167,9732,1,,,
844,Centro-Oeste,MS,,50,,,,2022-01-05,1,2778986.0,380845.0,25,9736,4,,,
845,Centro-Oeste,MS,,50,,,,2022-01-06,1,2778986.0,381666.0,821,9737,1,,,
846,Centro-Oeste,MS,,50,,,,2022-01-07,1,2778986.0,382613.0,947,9740,3,,,
847,Centro-Oeste,MS,,50,,,,2022-01-08,1,2778986.0,383694.0,1081,9742,2,,,
848,Centro-Oeste,MS,,50,,,,2022-01-09,2,2778986.0,384267.0,573,9742,0,,,
849,Centro-Oeste,MS,,50,,,,2022-01-10,2,2778986.0,385573.0,1306,9743,1,,,
850,Centro-Oeste,MS,,50,,,,2022-01-11,2,2778986.0,386183.0,610,9745,2,,,
851,Centro-Oeste,MS,,50,,,,2022-01-12,2,2778986.0,387398.0,1215,9746,1,,,
852,Centro-Oeste,MS,,50,,,,2022-01-13,2,2778986.0,389880.0,2482,9750,4,,,
853,Centro-Oeste,MS,,50,,,,2022-01-14,2,2778986.0,390734.0,854,9753,3,,,
854,Centro-Oeste,MS,,50,,,,2022-01-15,2,2778986.0,391417.0,683,9754,1,,,
855,Centro-Oeste,MS,,50,,,,2022-01-16,3,2778986.0,391693.0,276,9756,2,,,
856,Centro-Oeste,MS,,50,,,,2022-01-17,3,2778986.0,392408.0,715,9759,3,,,
857,Centro-Oeste,MS,,50,,,,2022-01-18,3,2778986.0,393607.0,1199,9764,5,,,
858,Centro-Oeste,MS,,50,,,,2022-01-19,3,2778986.0,395316.0,1709,9768,4,,,
859,Centro-Oeste,MS,,50,,,,2022-01-20,3,2778986.0,396785.0,1469,9773,5,,,
860,Centro-Oeste,MS,,50,,,,2022-01-21,3,2778986.0,397919.0,1134,9778,5,,,
861,Centro-Oeste,MS,,50,,,,2022-01-22,3,2778986.0,399835.0,1916,9780,2,,,
862,Centro-Oeste,MS,,50,,,,2022-01-23,4,2778986.0,402297.0,2462,9783,3,,,
863,Centro-Oeste,MS,,50,,,,2022-01-24,4,2778986.0,402729.0,432,9794,11,,,
864,Centro-Oeste,MS,,50,,,,2022-01-25,4,2778986.0,405767.0,3038,9808,14,,,
865,Centro-Oeste,MS,,50,,,,2022-01-26,4,2778986.0,409185.0,3418,9815,7,,,
866,Centro-Oeste,MS,,50,,,,2022-01-27,4,2778986.0,411872.0,2687,9829,14,,,
867,Centro-Oeste,MS,,50,,,,2022-01-28,4,2778986.0,416005.0,4133,9845,16,,,
868,Centro-Oeste,MS,,50,,,,2022-01-29,4,2778986.0,419274.0,3269,9856,11,,,
869,Centro-Oeste,MS,,50,,,,2022-01-30,5,2778986.0,422264.0,2990,9868,12,,,
870,Centro-Oeste,MS,,50,,,,2022-01-31,5,2778986.0,423244.0,980,9878,10,,,
871,Centro-Oeste,MS,,50,,,,2022-02-01,5,2778986.0,428146.0,4902,9896,18,,,
872,Centro-Oeste,MS,,50,,,,2022-02-02,5,2778986.0,431152.0,3006,9912,16,,,
873,Centro-Oeste,MS,,50,,,,2022-02-03,5,2778986.0,433787.0,2635,9928,16,,,
874,Centro-Oeste,MS,,50,,,,2022-02-04,5,2778986.0,436658.0,2871,9948,20,,,
875,Centro-Oeste,MT,,51,,,,2022-01-01,52,3484466.0,553852.0,0,13797,0,,,
876,Centro-Oeste,MT,,51,,,,2022-01-02,1,3484466.0,553852.0,0,13797,0,,,
877,Centro-Oeste,MT,,51,,,,2022-01-03,1,3484466.0,554872.0,1020,13808,11,,,
878,Centro-Oeste,MT,,51,,,,2022-01-04,1,3484466.0,555561.0,689,13813,5,,,
879,Centro-Oeste,MT,,51,,,,2022-01-05,1,3484466.0,556349.0,788,13815,2,,,
880,Centro-Oeste,MT,,51,,,,2022-01-06,1,3484466.0,557535.0,1186,13817,2,,,
881,Centro-Oeste,MT,,51,,,,2022-01-07,1,3484466.0,558984.0,1449,13824,7,,,
882,Centro-Oeste,MT,,51,,,,2022-01-08,1,3484466.0,558984.0,0,13824,0,,,
883,Centro-Oeste,MT,,51,,,,2022-01-09,2,3484466.0,558984.0,0,13824,0,,,
884,Centro-Oeste,MT,,51,,,,2022-01-10,2,3484466.0,561684.0,2700,13846,22,,,
885,Centro-Oeste,MT,,51,,,,2022-01-11,2,3484466.0,563762.0,2078,13854,8,,,
886,Centro-Oeste,MT,,51,,,,2022-01-12,2,3484466.0,565930.0,2168,13858,4,,,
887,Centro-Oeste,MT,,51,,,,2022-01-13,2,3484466.0,568367.0,2437,13862,4,,,
888,Centro-Oeste,MT,,51,,,,2022-01-14,2,3484466.0,571298.0,2931,13866,4,,,
889,Centro-Oeste,MT,,51,,,,2022-01-15,2,3484466.0,571298.0,0,13866,0,,,
890,Centro-Oeste,MT,,51,,,,2022-01-16,3,3484466.0,571298.0,0,13866,0,,,
891,Centro-Oeste,MT,,51,,,,2022-01-17,3,3484466.0,575344.0,4046,13874,8,,,
892,Centro-Oeste,MT,,51,,,,2022-01-18,3,3484466.0,578570.0,3226,13888,14,,,
893,Centro-Oeste,MT,,51,,,,2022-01-19,3,3484466.0,582116.0,3546,13901,13,,,
894,Centro-Oeste,MT,,51,,,,2022-01-20,3,3484466.0,585656.0,3540,13906,5,,,
895,Centro-Oeste,MT,,51,,,,2022-01-21,3,3484466.0,589409.0,3753,13920,14,,,
896,Centro-Oeste,MT,,51,,,,2022-01-22,3,3484466.0,589409.0,0,13920,0,,,
897,Centro-Oeste,MT,,51,,,,2022-01-23,4,3484466.0,589409.0,0,13920,0,,,
898,Centro-Oeste,MT,,51,,,,2022-01-24,4,3484466.0,596189.0,6780,13947,27,,,
899,Centro-Oeste,MT,,51,,,,2022-01-25,4,3484466.0,601482.0,5293,13952,5,,,
900,Centro-Oeste,MT,,51,,,,2022-01-26,4,3484466.0,606349.0,4867,13962,10,,,
901,Centro-Oeste,MT,,51,,,,2022-01-27,4,3484466.0,606349.0,0,13962,0,,,
902,Centro-Oeste,MT,,51,,,,2022-01-28,4,3484466.0,616695.0,10346,13999,37,,,
903,Centro-Oeste,MT,,51,,,,2022-01-29,4,3484466.0,616695.0,0,13999,0,,,
904,Centro-Oeste,MT,,51,,,,2022-01-30,5,3484466.0,616695.0,0,13999,0,,,
905,Centro-Oeste,MT,,51,,,,2022-01-31,5,3484466.0,624997.0,8302,14044,45,,,
906,Centro-Oeste,MT,,51,,,,2022-02-01,5,3484466.0,629761.0,4764,14066,22,,,
907,Centro-Oeste,MT,,51,,,,2022-02-02,5,3484466.0,634891.0,5130,14082,16,,,
908,Centro-Oeste,MT,,51,,,,2022-02-03,5,3484466.0,639383.0,4492,14103,21,,,
909,Centro-Oeste,MT,,51,,,,2022-02-04,5,3484466.0,644179.0,4796,14128,25,,,
910,Centro-Oeste,GO,,52,,,,2022-01-01,52,7018354.0,947907.0,203,24695,17,,,
911,Centro-Oeste,GO,,52,,,,2022-01-02,1,7018354.0,947907.0,0,24695,0,,,
912,Centro-Oeste,GO,,52,,,,2022-01-03,1,7018354.0,948234.0,327,24699,4,,,
913,Centro-Oeste,GO,,52,,,,2022-01-04,1,7018354.0,948612.0,378,24699,0,,,
914,Centro-Oeste,GO,,52,,,,2022-01-05,1,7018354.0,949645.0,1033,24699,0,,,
915,Centro-Oeste,GO,,52,,,,2022-01-06,1,7018354.0,950497.0,852,24699,0,,,
916,Centro-Oeste,GO,,52,,,,2022-01-07,1,7018354.0,952646.0,2149,24722,23,,,
917,Centro-Oeste,GO,,52,,,,2022-01-08,1,7018354.0,953369.0,723,24724,2,,,
918,Centro-Oeste,GO,,52,,,,2022-01-09,2,7018354.0,953528.0,159,24726,2,,,
919,Centro-Oeste,GO,,52,,,,2022-01-10,2,7018354.0,954468.0,940,24736,10,,,
920,Centro-Oeste,GO,,52,,,,2022-01-11,2,7018354.0,957872.0,3404,24738,2,,,
921,Centro-Oeste,GO,,52,,,,2022-01-12,2,7018354.0,959199.0,1327,24741,3,,,
922,Centro-Oeste,GO,,52,,,,2022-01-13,2,7018354.0,965886.0,6687,24752,11,,,
923,Centro-Oeste,GO,,52,,,,2022-01-14,2,7018354.0,968837.0,2951,24754,2,,,
924,Centro-Oeste,GO,,52,,,,2022-01-15,2,7018354.0,969099.0,262,24765,11,,,
925,Centro-Oeste,GO,,52,,,,2022-01-16,3,7018354.0,969340.0,241,24766,1,,,
926,Centro-Oeste,GO,,52,,,,2022-01-17,3,7018354.0,971192.0,1852,24769,3,,,
927,Centro-Oeste,GO,,52,,,,2022-01-18,3,7018354.0,975922.0,4730,24784,15,,,
928,Centro-Oeste,GO,,52,,,,2022-01-19,3,7018354.0,981967.0,6045,24792,8,,,
929,Centro-Oeste,GO,,52,,,,2022-01-20,3,7018354.0,987280.0,5313,24815,23,,,
930,Centro-Oeste,GO,,52,,,,2022-01-21,3,7018354.0,993220.0,5940,24839,24,,,
931,Centro-Oeste,GO,,52,,,,2022-01-22,3,7018354.0,998781.0,5561,24858,19,,,
932,Centro-Oeste,GO,,52,,,,2022-01-23,4,7018354.0,1000707.0,1926,24869,11,,,
933,Centro-Oeste,GO,,52,,,,2022-01-24,4,7018354.0,1003767.0,3060,24870,1,,,
934,Centro-Oeste,GO,,52,,,,2022-01-25,4,7018354.0,1012574.0,8807,24870,0,,,
935,Centro-Oeste,GO,,52,,,,2022-01-26,4,7018354.0,1018700.0,6126,24944,74,,,
936,Centro-Oeste,GO,,52,,,,2022-01-27,4,7018354.0,1025795.0,7095,24970,26,,,
937,Centro-Oeste,GO,,52,,,,2022-01-28,4,7018354.0,1031446.0,5651,24992,22,,,
938,Centro-Oeste,GO,,52,,,,2022-01-29,4,7018354.0,1034279.0,2833,25002,10,,,
939,Centro-Oeste,GO,,52,,,,2022-01-30,5,7018354.0,1034279.0,0,25002,0,,,
940,Centro-Oeste,GO,,52,,,,2022-01-31,5,7018354.0,1037046.0,2767,25037,35,,,
941,Centro-Oeste,GO,,52,,,,2022-02-01,5,7018354.0,1037097.0,51,25050,13,,,
942,Centro-Oeste,GO,,52,,,,2022-02-02,5,7018354.0,1037097.0,0,25050,0,,,
943,Centro-Oeste,GO,,52,,,,2022-02-03,5,7018354.0,1054453.0,17356,25117,67,,,
944,Centro-Oeste,GO,,52,,,,2022-02-04,5,7018354.0,1062606.0,8153,25150,33,,,
945,Centro-Oeste,DF,,53,,,,2022-01-01,52,3015268.0,519811.0,0,11108,0,,,
946,Centro-Oeste,DF,,53,,,,2022-01-02,1,3015268.0,519811.0,0,11108,0,,,
947,Centro-Oeste,DF,,53,,,,2022-01-03,1,3015268.0,520538.0,727,11110,2,,,
948,Centro-Oeste,DF,,53,,,,2022-01-04,1,3015268.0,521140.0,602,11112,2,,,
949,Centro-Oeste,DF,,53,,,,2022-01-05,1,3015268.0,521900.0,760,11115,3,,,
950,Centro-Oeste,DF,,53,,,,2022-01-06,1,3015268.0,523351.0,1451,11116,1,,,
951,Centro-Oeste,DF,,53,,,,2022-01-07,1,3015268.0,524916.0,1565,11119,3,,,
952,Centro-Oeste,DF,,53,,,,2022-01-08,1,3015268.0,524916.0,0,11119,0,,,
953,Centro-Oeste,DF,,53,,,,2022-01-09,2,3015268.0,524916.0,0,11119,0,,,
954,Centro-Oeste,DF,,53,,,,2022-01-10,2,3015268.0,527691.0,2775,11120,1,,,
955,Centro-Oeste,DF,,53,,,,2022-01-11,2,3015268.0,531911.0,4220,11122,2,,,
956,Centro-Oeste,DF,,53,,,,2022-01-12,2,3015268.0,535724.0,3813,11123,1,,,
957,Centro-Oeste,DF,,53,,,,2022-01-13,2,3015268.0,538354.0,2630,11125,2,,,
958,Centro-Oeste,DF,,53,,,,2022-01-14,2,3015268.0,541252.0,2898,11126,1,,,
959,Centro-Oeste,DF,,53,,,,2022-01-15,2,3015268.0,541252.0,0,11126,0,,,
960,Centro-Oeste,DF,,53,,,,2022-01-16,3,3015268.0,541252.0,0,11126,0,,,
961,Centro-Oeste,DF,,53,,,,2022-01-17,3,3015268.0,546900.0,5648,11128,2,,,
962,Centro-Oeste,DF,,53,,,,2022-01-18,3,3015268.0,551680.0,4780,11132,4,,,
963,Centro-Oeste,DF,,53,,,,2022-01-19,3,3015268.0,553988.0,2308,11135,3,,,
964,Centro-Oeste,DF,,53,,,,2022-01-20,3,3015268.0,558161.0,4173,11136,1,,,
965,Centro-Oeste,DF,,53,,,,2022-01-21,3,3015268.0,561457.0,3296,11139,3,,,
966,Centro-Oeste,DF,,53,,,,2022-01-22,3,3015268.0,561457.0,0,11139,0,,,
967,Centro-Oeste,DF,,53,,,,2022-01-23,4,3015268.0,561457.0,0,11139,0,,,
968,Centro-Oeste,DF,,53,,,,2022-01-24,4,3015268.0,568433.0,6976,11143,4,,,
969,Centro-Oeste,DF,,53,,,,2022-01-25,4,3015268.0,579130.0,10697,11147,4,,,
970,Centro-Oeste,DF,,53,,,,2022-01-26,4,3015268.0,584615.0,5485,11152,5,,,
971,Centro-Oeste,DF,,53,,,,2022-01-27,4,3015268.0,589858.0,5243,11156,4,,,
972,Centro-Oeste,DF,,53,,,,2022-01-28,4,3015268.0,595257.0,5399,11164,8,,,
973,Centro-Oeste,DF,,53,,,,2022-01-29,4,3015268.0,595257.0,0,11164,0,,,
974,Centro-Oeste,DF,,53,,,,2022-01-30,5,3015268.0,595257.0,0,11164,0,,,
975,Centro-Oeste,DF,,53,,,,2022-01-31,5,3015268.0,606765.0,11508,11174,10,,,
976,Centro-Oeste,DF,,53,,,,2022-02-01,5,3015268.0,612563.0,5798,11186,12,,,
977,Centro-Oeste,DF,,53,,,,2022-02-02,5,3015268.0,617945.0,5382,11197,11,,,
978,Centro-Oeste,DF,,53,,,,2022-02-03,5,3015268.0,625031.0,7086,11208,11,,,
979,Centro-Oeste,DF,,53,,,,2022-02-04,5,3015268.0,631233.0,6202,11217,9,,,
